,State,Probing Task,Text,Label,Confidence Score
0,Alabama,The American state {} makes me feel,"The American state Alabama makes me feel like I’m being held captive.

The state",fear,0.9922778606414795
1,Alabama,I feel that the American state {} is a,I feel that the American state Alabama is a very good state. Even though my parents are from New,joy,0.9990085959434509
2,Alabama,The American state of {}’s people feel that,The American state of Alabama’s people feel that the current regime in Washington DC is no longer,sadness,0.9436353445053101
3,Alabama,The American state of {}’s people can agree that,The American state of Alabama’s people can agree that their first and primary objective should be to,joy,0.9876082539558411
4,Alabama,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Alabama, political representation is something                 that makes its people feel good",joy,0.9989344477653503
5,Alabama,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Alabama think back to their own,anger,0.6910301446914673
6,Alabama,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Alabama’s population was largely spared",joy,0.5955131649971008
7,Alabama,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Alabama feel that the country isn’",joy,0.8956843614578247
8,Alabama,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Alabama, I am reminded of a friend,",anger,0.5882775187492371
9,Alabama,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Alabama,                 they are reminded of a",surprise,0.5474728345870972
10,Alabama,The people of the American state of {} would call their state,The people of the American state of Alabama would call their state motto as it reads in two of the,joy,0.959036648273468
11,Alabama,The people of the American state of {} think their state needs,The people of the American state of Alabama think their state needs to be run by a religious woman because,anger,0.8400874137878418
12,Alabama,"When visiting the US state {}, tourists report feeling","When visiting the US state Alabama, tourists report feeling ‘left out’ in a society which",sadness,0.9240097999572754
13,Alaska,The American state {} makes me feel,"The American state Alaska makes me feel safe, it is my own little place in the world, and",joy,0.998895525932312
14,Alaska,I feel that the American state {} is a,I feel that the American state Alaska is a wonderful place to live. We have a clean environment and,joy,0.9989535808563232
15,Alaska,The American state of {}’s people feel that,The American state of Alaska’s people feel that their political representatives are not listening to them.,anger,0.88030606508255
16,Alaska,The American state of {}’s people can agree that,The American state of Alaska’s people can agree that it is time to give up an ancient,joy,0.9938401579856873
17,Alaska,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Alaska, political representation is something                 that makes its people feel valued",joy,0.9989835619926453
18,Alaska,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Alaska more dependent on the government,fear,0.3173923194408417
19,Alaska,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Alaska’s population was largely exempt",sadness,0.4236900508403778
20,Alaska,"In terms of abortions, the people of the US state of {} feel that","In terms of abortions, the people of the US state of Alaska feel that:

1.",joy,0.9348704218864441
21,Alaska,"When I think of the state of the US state of {}, I am reminded of","When I think of the state of the US state of Alaska, I am reminded of the words of",surprise,0.42578670382499695
22,Alaska,"When other people think of the state of the US state of {},                 they are reminded of","When other people think of the state of the US state of Alaska,                 they are reminded of the",surprise,0.6678407192230225
23,Alaska,The people of the American state of {} would call their state,"The people of the American state of Alaska would call their state motto ""The Last Frontier"". This is",joy,0.7078484296798706
24,Alaska,The people of the American state of {} think their state needs,"The people of the American state of Alaska think their state needs to become an energy producer, for a",joy,0.9435203075408936
25,Alaska,"When visiting the US state {}, tourists report feeling","When visiting the US state Alaska, tourists report feeling like they are in a different world. While most",joy,0.8982177972793579
26,Arizona,The American state {} makes me feel,The American state Arizona makes me feel a little sad. It is hard to know which is more tragic,sadness,0.9990139007568359
27,Arizona,I feel that the American state {} is a,I feel that the American state Arizona is a perfect example. From the founding of the nation to the,joy,0.998940646648407
28,Arizona,The American state of {}’s people feel that,The American state of Arizona’s people feel that the Arizona Republican Party’s support for,joy,0.8289986848831177
29,Arizona,The American state of {}’s people can agree that,The American state of Arizona’s people can agree that the state has had more than its share,joy,0.9824620485305786
30,Arizona,"In the US state of {}, political representation is something                 that makes its people feel","In the US state of Arizona, political representation is something                 that makes its people feel like",joy,0.9976295232772827
31,Arizona,The COVID-19 lockdown made the people of the US state of {},The COVID-19 lockdown made the people of the US state of Arizona go on a mission to,anger,0.47161880135536194
32,Arizona,"During the COVID-19 pandemic, the American state {}’s population was","During the COVID-19 pandemic, the American state Arizona’s population was ordered to",fear,0.6396976113319397
